CODIGO  ;DESCRICAO DO INSUMO;UNIDADE;ORIGEM DO PRECO;  PRECO MEDIANO R$
39799;QUADRO DE DISTRIBUICAO, SEM BARRAMENTO, EM PVC, DE SOBREPOR, PARA 4 DISJUNTORES DIN;UN    ;CR;28,25
39800;QUADRO DE DISTRIBUICAO, SEM BARRAMENTO, EM PVC, DE SOBREPOR, PARA 8 DISJUNTORES DIN;UN    ;CR;47,53
4224;QUEROSENE;L     ;CR;12,85
21059;RALO FOFO COM REQUADRO, QUADRADO 150 X 150 MM;UN    ;AS;32,62
11234;RALO FOFO COM REQUADRO, QUADRADO 200 X 200 MM;UN    ;AS;49,17
21060;RALO FOFO COM REQUADRO, QUADRADO 250 X 250 MM;UN    ;AS;60,52
21061;RALO FOFO COM REQUADRO, QUADRADO 300 X 300 MM;UN    ;AS;75,65
21062;RALO FOFO COM REQUADRO, QUADRADO 400 X 400 MM;UN    ;AS;119,16
11708;RALO FOFO SEMIESFERICO, 100 MM, PARA LAJES/ CALHAS;UN    ;AS;13,00
11709;RALO FOFO SEMIESFERICO, 150 MM, PARA LAJES/ CALHAS;UN    ;AS;30,54
11710;RALO FOFO SEMIESFERICO, 200 MM, PARA LAJES/ CALHAS;UN    ;AS;70,22
11707;RALO FOFO SEMIESFERICO, 75 MM, PARA LAJES/ CALHAS;UN    ;AS;9,74
11739;RALO SECO PVC CONICO, 100 X 40 MM,  COM GRELHA REDONDA BRANCA;UN    ;CR;4,91
11711;RALO SECO PVC CONICO, 100 X 40 MM, COM GRELHA QUADRADA;UN    ;CR;7,19
5102;RALO SECO PVC QUADRADO, 100 X 100 X 53 MM, SAIDA 40 MM, COM GRELHA BRANCA;UN    ;CR;6,95
11741;RALO SIFONADO PVC CILINDRICO, 100 X 40 MM,  COM GRELHA REDONDA BRANCA;UN    ;CR;5,06
11743;RALO SIFONADO PVC REDONDO CONICO, 100 X 40 MM, COM GRELHA  BRANCA REDONDA;UN    ;CR;4,60
11745;RALO SIFONADO PVC, QUADRADO, 100 X 100 X 53 MM, SAIDA 40 MM, COM GRELHA BRANCA;UN    ;CR;6,53
25961;RASTELEIRO;H     ;CR;7,24
40985;RASTELEIRO (MENSALISTA);MES   ;CR;1.268,07
1088;REATOR ELETRONICO BIVOLT PARA 1 LAMPADA FLUORESCENTE DE 18/20 W;UN    ;CR;13,82
1087;REATOR ELETRONICO BIVOLT PARA 1 LAMPADA FLUORESCENTE DE 36/40 W;UN    ;CR;17,27
38777;REATOR ELETRONICO BIVOLT PARA 2 LAMPADAS FLUORESCENTES DE 14 W;UN    ;CR;34,40
1086;REATOR ELETRONICO BIVOLT PARA 2 LAMPADAS FLUORESCENTES DE 18/20 W;UN    ;CR;18,15
1079;REATOR ELETRONICO BIVOLT PARA 2 LAMPADAS FLUORESCENTES DE 36/40 W;UN    ;CR;18,76
39374;REATOR INTERNO/INTEGRADO PARA LAMPADA VAPOR METALICO 400 W, ALTO FATOR DE POTENCIA;UN    ;C ;100,00
1082;REATOR P/ LAMPADA VAPOR DE SODIO 250W USO EXT;UN    ;CR;117,97
12316;REATOR P/ 1 LAMPADA VAPOR DE MERCURIO 125W USO EXT;UN    ;CR;54,07
12317;REATOR P/ 1 LAMPADA VAPOR DE MERCURIO 250W USO EXT;UN    ;CR;64,48
12318;REATOR P/ 1 LAMPADA VAPOR DE MERCURIO 400W USO EXT;UN    ;CR;74,28
5104;REBITE DE ALUMINIO VAZADO DE REPUXO, 3,2 X 8 MM (1KG = 1025 UNIDADES);KG    ;CR;39,39
26023;"REBOLO ABRASIVO RETO DE USO GERAL GRAO 36, DE 6 X 1 "" (DIAMETRO X ALTURA)";UN    ;CR;42,30
2710;"REBOLO ABRASIVO RETO DE USO GERAL GRAO 36, DE 6 X 3/4 "" (DIAMETRO X ALTURA)";UN    ;CR;33,79
14575;RECICLADORA DE ASFALTO A FRIO SOBRE RODAS, LARG. FRESAGEM 2,00 M, POT. 315 KW/422 HP;UN    ;CR;2.136.096,87
20033;REDUCAO EXCENTRICA PVC NBR 10569 P/REDE COLET ESG PB JE 125 X 100MM;UN    ;AS;27,63
20034;REDUCAO EXCENTRICA PVC NBR 10569 P/REDE COLET ESG PB JE 150 X 100MM;UN    ;AS;45,28
20035;REDUCAO EXCENTRICA PVC NBR 10569 P/REDE COLET ESG PB JE 150 X 125MM;UN    ;AS;50,40
20036;REDUCAO EXCENTRICA PVC NBR 10569 P/REDE COLET ESG PB JE 200 X 150MM;UN    ;AS;72,88
20037;REDUCAO EXCENTRICA PVC NBR 10569 P/REDE COLET ESG PB JE 250 X 200MM;UN    ;AS;148,69
20038;REDUCAO EXCENTRICA PVC NBR 10569 P/REDE COLET ESG PB JE 300 X 250MM;UN    ;AS;274,35
20039;REDUCAO EXCENTRICA PVC NBR 10569 P/REDE COLET ESG PB JE 350 X 300MM;UN    ;AS;387,52
20040;REDUCAO EXCENTRICA PVC NBR 10569 P/REDE COLET ESG PB JE 400 X 300MM;UN    ;AS;494,24
20041;REDUCAO EXCENTRICA PVC NBR 10569 P/REDE COLET ESG PB JE 400 X 350MM;UN    ;AS;498,85
20043;REDUCAO EXCENTRICA PVC P/ ESG PREDIAL DN 100 X 50MM;UN    ;AS;2,73
20044;REDUCAO EXCENTRICA PVC P/ ESG PREDIAL DN 100 X 75MM;UN    ;AS;3,33
20042;REDUCAO EXCENTRICA PVC P/ ESG PREDIAL DN 75 X 50MM;UN    ;AS;2,51
20046;REDUCAO EXCENTRICA PVC, SERIE R, DN 100 X 75 MM, PARA ESGOTO PREDIAL;UN    ;CR;11,45
20047;REDUCAO EXCENTRICA PVC, SERIE R, DN 150 X 100 MM, PARA ESGOTO PREDIAL;UN    ;CR;33,17
20045;REDUCAO EXCENTRICA PVC, SERIE R, DN 75 X 50 MM, PARA ESGOTO PREDIAL;UN    ;CR;5,43
20972;"REDUCAO FIXA TIPO STORZ, ENGATE RAPIDO 2.1/2"" X 1.1/2"", EM LATAO, PARA INSTALACAO PREDIAL COMBATE A INCENDIO PREDIAL";UN    ;CR;80,35
20032;REDUCAO PVC PBA, JE, BB, DN 75 X 50 / DE 85 X 60 MM, PARA REDE DE AGUA;UN    ;AS;30,94
11321;REDUCAO PVC PBA, JE, PB, DN 100 X 50 / DE 110 X 60 MM, PARA REDE DE AGUA;UN    ;AS;18,31
11323;REDUCAO PVC PBA, JE, PB, DN 100 X 75 / DE 110 X 85 MM, PARA REDE DE AGUA;UN    ;AS;21,88
20327;REDUCAO PVC PBA, JE, PB, DN 75 X 50 / DE 85 X 60 MM, PARA REDE DE AGUA;UN    ;AS;12,94
25966;REDUTOR TIPO THINNER PARA ACABAMENTO;L     ;CR;16,43
13390;REFLETOR REDONDO EM ALUMINIO ANODIZADO PARA LAMPADA VAPOR DE MERCURIO/SODIO, CORPO EM ALUMINIO COM PINTURA EPOXI, PARA LAMPADA E-27 DE 300 W, COM SUPORTE REDONDO E ALCA REGULAVEL PARA FIXACAO.;UN    ;CR;68,24
6034;REGISTRO DE ESFERA DE PASSEIO, PVC PARA POLIETILENO, 20 MM;UN    ;CR;3,40
6036;"REGISTRO DE ESFERA PVC, COM BORBOLETA, COM ROSCA EXTERNA, DE 1/2""";UN    ;CR;4,63
6031;"REGISTRO DE ESFERA PVC, COM BORBOLETA, COM ROSCA EXTERNA, DE 3/4""";UN    ;CR;5,44
6029;"REGISTRO DE ESFERA PVC, COM CABECA QUADRADA, COM ROSCA EXTERNA, 1/2""";UN    ;C ;5,50
6033;"REGISTRO DE ESFERA PVC, COM CABECA QUADRADA, COM ROSCA EXTERNA, 3/4""";UN    ;CR;7,24
11672;"REGISTRO DE ESFERA, PVC, COM VOLANTE, VS, ROSCAVEL, DN 1 1/2"", COM CORPO DIVIDIDO";UN    ;CR;15,76
11669;"REGISTRO DE ESFERA, PVC, COM VOLANTE, VS, ROSCAVEL, DN 1 1/4"", COM CORPO DIVIDIDO";UN    ;CR;15,01
11670;"REGISTRO DE ESFERA, PVC, COM VOLANTE, VS, ROSCAVEL, DN 1/2"", COM CORPO DIVIDIDO";UN    ;CR;5,75
20055;"REGISTRO DE ESFERA, PVC, COM VOLANTE, VS, ROSCAVEL, DN 1"", COM CORPO DIVIDIDO";UN    ;CR;11,24
11671;"REGISTRO DE ESFERA, PVC, COM VOLANTE, VS, ROSCAVEL, DN 2"", COM CORPO DIVIDIDO";UN    ;CR;24,13
6032;"REGISTRO DE ESFERA, PVC, COM VOLANTE, VS, ROSCAVEL, DN 3/4"", COM CORPO DIVIDIDO";UN    ;CR;6,89
11673;REGISTRO DE ESFERA, PVC, COM VOLANTE, VS, SOLDAVEL, DN 20 MM, COM CORPO DIVIDIDO;UN    ;CR;5,42
11674;REGISTRO DE ESFERA, PVC, COM VOLANTE, VS, SOLDAVEL, DN 25 MM, COM CORPO DIVIDIDO;UN    ;CR;6,98
11675;REGISTRO DE ESFERA, PVC, COM VOLANTE, VS, SOLDAVEL, DN 32 MM, COM CORPO DIVIDIDO;UN    ;CR;11,09
11676;REGISTRO DE ESFERA, PVC, COM VOLANTE, VS, SOLDAVEL, DN 40 MM, COM CORPO DIVIDIDO;UN    ;CR;14,84
11677;REGISTRO DE ESFERA, PVC, COM VOLANTE, VS, SOLDAVEL, DN 50 MM, COM CORPO DIVIDIDO;UN    ;CR;15,32
11678;REGISTRO DE ESFERA, PVC, COM VOLANTE, VS, SOLDAVEL, DN 60 MM, COM CORPO DIVIDIDO;UN    ;CR;28,07
6038;"REGISTRO DE PRESSAO PVC, ROSCAVEL, VOLANTE SIMPLES, DE 1/2""";UN    ;CR;1,78
11718;"REGISTRO DE PRESSAO PVC, ROSCAVEL, VOLANTE SIMPLES, DE 3/4""";UN    ;CR;5,07
6037;REGISTRO DE PRESSAO PVC, SOLDAVEL, VOLANTE SIMPLES, DE 20 MM;UN    ;CR;3,70
11719;REGISTRO DE PRESSAO PVC, SOLDAVEL, VOLANTE SIMPLES, DE 25 MM;UN    ;CR;4,12
6019;"REGISTRO GAVETA BRUTO EM LATAO FORJADO, BITOLA 1 "" (REF 1509)";UN    ;CR;38,17
6010;"REGISTRO GAVETA BRUTO EM LATAO FORJADO, BITOLA 1 1/2 "" (REF 1509)";UN    ;CR;65,68
6017;"REGISTRO GAVETA BRUTO EM LATAO FORJADO, BITOLA 1 1/4 "" (REF 1509)";UN    ;CR;52,02
6020;"REGISTRO GAVETA BRUTO EM LATAO FORJADO, BITOLA 1/2 "" (REF 1509)";UN    ;CR;22,92
6028;"REGISTRO GAVETA BRUTO EM LATAO FORJADO, BITOLA 2 "" (REF 1509)";UN    ;CR;91,48
6011;"REGISTRO GAVETA BRUTO EM LATAO FORJADO, BITOLA 2 1/2 "" (REF 1509)";UN    ;CR;189,73
6012;"REGISTRO GAVETA BRUTO EM LATAO FORJADO, BITOLA 3 "" (REF 1509)";UN    ;CR;350,83
6016;"REGISTRO GAVETA BRUTO EM LATAO FORJADO, BITOLA 3/4 "" (REF 1509)";UN    ;CR;24,18
6027;"REGISTRO GAVETA BRUTO EM LATAO FORJADO, BITOLA 4 "" (REF 1509)";UN    ;CR;597,86
6013;"REGISTRO GAVETA COM ACABAMENTO E CANOPLA CROMADOS, SIMPLES, BITOLA 1 "" (REF 1509)";UN    ;CR;72,22
6015;"REGISTRO GAVETA COM ACABAMENTO E CANOPLA CROMADOS, SIMPLES, BITOLA 1 1/2 "" (REF 1509)";UN    ;CR;105,03
6014;"REGISTRO GAVETA COM ACABAMENTO E CANOPLA CROMADOS, SIMPLES, BITOLA 1 1/4 "" (REF 1509)";UN    ;CR;100,41
6006;"REGISTRO GAVETA COM ACABAMENTO E CANOPLA CROMADOS, SIMPLES, BITOLA 1/2 "" (REF 1509)";UN    ;CR;52,30
6005;"REGISTRO GAVETA COM ACABAMENTO E CANOPLA CROMADOS, SIMPLES, BITOLA 3/4 "" (REF 1509)";UN    ;C ;59,00
11756;REGISTRO OU REGULADOR DE GAS COZINHA, VAZAO DE 2 KG/H, 2,8 KPA;UN    ;CR;28,18
10904;"REGISTRO OU VALVULA GLOBO ANGULAR EM LATAO, PARA HIDRANTES EM INSTALACAO PREDIAL DE INCENDIO, 45 GRAUS, DIAMETRO DE 2 1/2"", COM VOLANTE, CLASSE DE PRESSAO DE ATE 200 PSI";UN    ;C ;112,50
11752;"REGISTRO PRESSAO BRUTO EM LATAO FORJADO, BITOLA 1/2 "" (REF 1400)";UN    ;CR;16,25
11753;"REGISTRO PRESSAO BRUTO EM LATAO FORJADO, BITOLA 3/4 "" (REF 1400)";UN    ;CR;19,40
6021;"REGISTRO PRESSAO COM ACABAMENTO E CANOPLA CROMADA, SIMPLES, BITOLA 1/2 "" (REF 1416)";UN    ;CR;53,83
6024;"REGISTRO PRESSAO COM ACABAMENTO E CANOPLA CROMADA, SIMPLES, BITOLA 3/4 "" (REF 1416)";UN    ;CR;55,64
38379;"REGUA DE ALUMINIO PARA PEDREIRO 2 X 1 """;M     ;CR;27,46
13897;REGUA VIBRADORA DUPLA PARA CONCRETO A GASOLINA 5,5 HP, PESO DE 60 KG, COMPRIMENTO 4 M;UN    ;CR;10.148,04
10640;REGUA VIBRATORIA DE CONCRETO TRELICADA, EQUIPADA COM MOTOR A GASOLINA DE 9 HP;UN    ;CR;21.978,53
11086;REJEITO DE MINERIO DE FERRO PARA PAVIMENTACAO (POSTO PEDREIRA/FORNECEDOR, SEM FRETE);M3    ;CR;58,44
34356;REJUNTE BRANCO, CIMENTICIO;KG    ;CR;2,99
34357;REJUNTE COLORIDO, CIMENTICIO;KG    ;CR;3,32
37329;REJUNTE EPOXI BRANCO;KG    ;CR;45,84
37398;REJUNTE EPOXI COR;KG    ;CR;58,66
2510;RELE FOTOELETRICO INTERNO E EXTERNO BIVOLT 1000 W, DE CONECTOR, SEM BASE;UN    ;CR;17,09
12359;RELE TERMICO BIMETAL PARA USO EM MOTORES TRIFASICOS, TENSAO 380 V, POTENCIA ATE 15 CV, CORRENTE NOMINAL MAXIMA 22 A;UN    ;CR;101,29
5320;REMOVEDOR DE TINTA OLEO/ESMALTE VERNIZ;L     ;CR;32,86
7353;RESINA ACRILICA BASE AGUA - COR BRANCA;L     ;CR;18,01
36144;RESPIRADOR DESCARTAVEL SEM VALVULA DE EXALACAO, PFF 1;UN    ;CR;1,18
10518;RETARDO PARA CORDEL DETONANTE;UN    ;AS;53,16
36530;RETROESCAVADEIRA SOBRE RODAS COM CARREGADEIRA, TRACAO 4 X 2, POTENCIA LIQUIDA 79 HP, PESO OPERACIONAL MINIMO DE 6570 KG, CAPACIDADE DA CARREGADEIRA DE 1,00 M3 E DA  RETROESCAVADEIRA MINIMA DE 0,20 M3, PROFUNDIDADE DE ESCAVACAO MAXIMA DE 4,37 M;UN    ;CR;207.899,99
6046;RETROESCAVADEIRA SOBRE RODAS COM CARREGADEIRA, TRACAO 4 X 4, POTENCIA LIQUIDA 72 HP, PESO OPERACIONAL MINIMO DE 7140 KG, CAPACIDADE MINIMA DA CARREGADEIRA DE 0,79 M3 E DA RETROESCAVADEIRA MINIMA DE 0,18 M3, PROFUNDIDADE DE ESCAVACAO MAXIMA DE 4,50 M;UN    ;C ;225.500,00
36531;RETROESCAVADEIRA SOBRE RODAS COM CARREGADEIRA, TRACAO 4 X 4, POTENCIA LIQUIDA 88 HP, PESO OPERACIONAL MINIMO DE 6674 KG, CAPACIDADE DA CARREGADEIRA DE 1,00 M3 E DA  RETROESCAVADEIRA MINIMA DE 0,26 M3, PROFUNDIDADE DE ESCAVACAO MAXIMA DE 4,37 M;UN    ;CR;233.749,98
34684;REVESTIMENTO DE PAREDE EM GRANILITE, MARMORITE OU GRANITINA - ESP = 5 MM (INCLUSO EXECUCAO);M2    ;AS;189,21
34683;REVESTIMENTO DE PAREDE EM GRANILITE, MARMORITE OU GRANITINA COLORIDO - ESP = 5 MM (INCLUSO EXECUCAO);M2    ;AS;118,26
533;REVESTIMENTO EM CERAMICA ESMALTADA COMERCIAL, PEI MENOR OU IGUAL A 3, FORMATO MENOR OU IGUAL A 2025 CM2;M2    ;CR;17,42
10515;REVESTIMENTO EM CERAMICA ESMALTADA EXTRA, PEI MAIOR OU IGUAL 4, FORMATO MAIOR A 2025 CM2;M2    ;CR;44,92
536;REVESTIMENTO EM CERAMICA ESMALTADA EXTRA, PEI MENOR OU IGUAL A 3, FORMATO MENOR OU IGUAL A 2025 CM2;M2    ;C ;29,52
153;REVESTIMENTO EPOXI DE ALTA RESISTENCIA QUIMICA, ISENTO DE SOLVENTES, BICOMPONENTE;L     ;CR;103,46
34682;REVESTIMENTO PARA ESCADA EM GRANILITE, MARMORITE OU GRANITINA ESP = 8 MM (INCLUSO EXECUCAO);M2    ;AS;90,43
20205;RIPA DE MADEIRA APARELHADA *1,5 X 5* CM, MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO;M     ;CR;0,91
4408;RIPA DE MADEIRA NAO APARELHADA *1,5 X 5* CM, MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO;M     ;CR;2,02
4412;RIPA DE MADEIRA NAO APARELHADA 1 X 3* CM, MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO;M     ;CR;1,49
10559;ROCADEIRA COSTAL COM MOTOR A GASOLINA DE *32* CC;UN    ;C ;2.710,39
10664;ROCADEIRA DESLOCAVEL, LARGURA DE TRABALHO DE 1,3 M;UN    ;CR;7.366,26
36250;RODAFORRO EM PVC, PARA FORRO DE PVC, COMPRIMENTO 6 M;M     ;CR;3,55
10857;RODAPE ARDOSIA, CINZA, 10 CM, E= *1CM;M     ;CR;9,74
4803;RODAPE DE BORRACHA LISO, H = 70 MM, E = *2* MM, PARA ARGAMASSA, PRETO;M     ;CR;17,71
6186;RODAPE DE MADEIRA MACICA CUMARU/IPE CHAMPANHE OU EQUIVALENTE DA REGIAO, *1,5 X 7 CM;M     ;AS;10,00
4829;RODAPE EM MARMORE, POLIDO, BRANCO COMUM, L= *7* CM, E=  *2* CM, CORTE RETO;M     ;CR;26,19
39829;RODAPE EM POLIESTIRENO, BRANCO, H = *5* CM, E =  *1,5* CM;M     ;C ;16,22
20231;RODAPE OU RODABANCADA EM GRANITO, POLIDO, TIPO ANDORINHA/ QUARTZ/ CASTELO/ CORUMBA OU OUTROS EQUIVALENTES DA REGIAO, H= 10 CM, E=  *2,0* CM;M     ;CR;31,25
4804;RODAPE PLANO PARA PISO VINILICO, H = 5 CM;M     ;CR;13,59
34680;RODAPE PRE-MOLDADO DE GRANILITE, MARMORITE OU GRANITINA L = 10 CM;M     ;AS;27,82
11573;RODIZIO PARA TRILHO (TIPO NAPOLEAO),  EM LATAO, COM ROLAMENTO EM ACO, 6 MM, PARA JANELA DE CORRER;UN    ;CR;4,82
38401;RODO PARA CHAO 40 CM COM CABO;UN    ;CR;4,03
38179;ROLDANA CONCOVA DUPLA, EM CHAPA DE ACO, ROLAMENTO INTERNO BLINDADO DE ACO REVESTIDO EM NYLON, PARA PORTA DE CORRER;UN    ;CR;21,14
11575;ROLDANA DUPLA, EM ZAMAC COM CHAPA DE LATAO, ROLAMENTOS EM ACO, PARA PORTA E JANELA DE CORRER;UN    ;CR;22,81
20256;ROLDANA PLASTICA COM PREGO, TAMANHO 30 X 30 MM, PARA INSTALACAO ELETRICA APARENTE;UN    ;CR;0,22
13470;ROLO COMPACTADOR DE PNEUS (7 PNEUS), ESTATICO, PRESSAO VARIAVEL, POTENCIA 130CV, PESO OPERACIONAL SEM/COM LASTRO 8,5/25 T, LARGURA DE ROLAGEM 2,28 M;UN    ;CR;344.263,23
14511;ROLO COMPACTADOR DE PNEUS, ESTATICO, PRESSAO VARIAVEL, POTENCIA 110 HP, PESO SEM/COM LASTRO 10,8/27 T, LARGURA DE ROLAGEM 2,30 M;UN    ;CR;339.685,24
10642;ROLO COMPACTADOR DE PNEUS, ESTATICO, PRESSAO VARIAVEL, POTENCIA 111 HP, PESO SEM/COM LASTRO 9,5/26,0 T, LARGURA DE ROLAGEM 1,90 M;UN    ;C ;320.000,00
6066;ROLO COMPACTADOR DE PNEUS, ESTATICO, PRESSAO VARIAVEL, POTENCIA 99 HP, PESO SEM/COM LASTRO 9,45/21,0 T, LARGURA DE ROLAGEM 2,265 M;UN    ;CR;309.485,72
13469;ROLO COMPACTADOR PE DE CARNEIRO VIBRATORIO PARA SOLOS, POTENCIA 110 HP, PESO OPERACIONAL MAXIMO 13,05 T, IMPACTO DINAMICO 38,4 T, LARGURA DE TRABALHO 2,13 M;UN    ;CR;299.856,92
14489;ROLO COMPACTADOR PE DE CARNEIRO VIBRATORIO, POTENCIA 125 HP, PESO OPERACIONAL SEM/COM LASTRO 11,95/13,30 T, IMPACTO DINAMICO 38,5/22,5 T, LARGURA DE TRABALHO 2,15 M;UN    ;CR;283.834,04
14513;ROLO COMPACTADOR PE DE CARNEIRO VIBRATORIO, POTENCIA 80 HP, PESO OPERACIONAL SEM/COM LASTRO 7,4/8,8 T, LARGURA DE TRABALHO 1,68 M;UN    ;CR;212.882,27
6068;ROLO COMPACTADOR VIBRATORIO DE UM CILINDRO DE ACO LISO, POTENCIA 80 HP, PESO SEM/COM LASTRO DE 7,4/8,1 T, LARGURA DE TRABALHO 1,676 M;UN    ;CR;212.845,72
13467;ROLO COMPACTADOR VIBRATORIO DE UM CILINDRO LISO DE ACO, POTENCIA 110 HP, PESO OPERACIONAL 13,3 T, LARGURA TRABALHO 2,13 M;UN    ;CR;292.989,98
13600;ROLO COMPACTADOR VIBRATORIO DE UM CILINDRO LISO DE ACO, POTENCIA 125 HP, PESO SEM/COM LASTRO 10,75/12,92 T, IMPACTO DINAMICO 31,5/18,5 T, LARGURA TRABALHO 2,15 M;UN    ;CR;274.678,08
36541;ROLO COMPACTADOR VIBRATORIO DE UM CILINDRO LISO DE ACO, POTENCIA 80 HP, PESO OPERACIONAL MAXIMO 8,5 T,  LARGURA TRABALHO 1,676 M;UN    ;CR;213.791,10
10646;ROLO COMPACTADOR VIBRATORIO DE UM CILINDRO, ACO LISO, POTENCIA 80 HP, PESO OPERACIONAL MAXIMO 8,1 T, IMPACTO DINAMICO 16,15/9,5 T, LARGURA TRABALHO 1,68 M;UN    ;CR;204.754,20
6070;ROLO COMPACTADOR VIBRATORIO PE DE CARNEIRO, COM CONTROLE REMOTO POR RADIO, POTENCIA  12,5 KW, PESO OPERACIONAL DE 1,675 T, LARGURA DE TRABALHO 0,85 M;UN    ;CR;279.771,42
6069;ROLO COMPACTADOR VIBRATORIO REBOCAVEL, CILINDRO DE ACO LISO, POTENCIA DE TRACAO DE 65 CV, PESO DE 4,7 T, IMPACTO DINAMICO TOTAL DE 18,3 T, LARGURA DO ROLO 1,67 M;UN    ;CR;61.805,72
14626;ROLO COMPACTADOR VIBRATORIO TANDEM, ACO LISO, POTENCIA 125 HP, PESO SEM/COM LASTRO 10,20/11,65 T, LARGURA DE TRABALHO 1,73 M;UN    ;CR;306.285,72
13881;ROLO COMPACTADOR VIBRATORIO TANDEM, ACO LISO, POTENCIA 15,2 HP, PESO OPERACIONAL 2,00 T, IMPACTO DINAMICO 4,24 T;UN    ;CR;109.871,23
13468;ROLO COMPACTADOR VIBRATORIO TANDEM, ACO LISO, POTENCIA 31 HP, PESO OPERACIONAL MAXIMO 2,46 T;UN    ;CR;153.179,04
13365;ROLO COMPACTADOR VIBRATORIO TANDEM, ACO LISO, POTENCIA 45 HP, PESO OPERACIONAL MAXIMO 4,0 T;UN    ;CR;173.069,18
6067;ROLO COMPACTADOR VIBRATORIO TANDEM, ACO LISO, POTENCIA 58 CV, PESO SEM/COM LASTRO 6,5/9,4 T, LARGURA DE TRABALHO 1,20 M;UN    ;CR;251.428,57
11282;ROLO COMPACTADOR VIBRATORIO TANDEM, CILINDROS EM ACO LISO, POTENCIA 23,5 HP, PESO OPERACIONAL 1,665 T, LARGURA DE TRABALHO 0,9 M;UN    ;CR;114.449,18
38393;ROLO DE ESPUMA POLIESTER 23 CM (SEM CABO);UN    ;C ;9,20
38390;ROLO DE LA DE CARNEIRO 23 CM (SEM CABO);UN    ;CR;20,40
36532;ROMPEDOR ELETRICO PESO 26 KG, POTENCIA OPERACIONAL DE 2,5 KW;UN    ;CR;6.547,10
11578;ROSETA QUADRADA, SEM FUROS, EM ACO INOX POLIDO, LARGURA APROXIMADA DE 50 MM, PARA FECHADURA DE PORTA - PARAFUSOS INCLUIDOS;UN    ;CR;7,33
11577;ROSETA REDONDA DE SOBREPOR, SEM FUROS, EM ACO INOX POLIDO, DIAMETRO APROXIMADO DE 50 MM, PARA FECHADURA DE PORTA - PARAFUSOS INCLUIDOS;UN    ;CR;6,99
1116;RUFO EXTERNO DE CHAPA DE ACO GALVANIZADA NUM 26, CORTE 25 CM;M     ;CR;14,07
1115;RUFO EXTERNO DE CHAPA DE ACO GALVANIZADA NUM 26, CORTE 28 CM;M     ;CR;17,10
1113;RUFO EXTERNO/INTERNO DE CHAPA DE ACO GALVANIZADA NUM 26, CORTE 33 CM;M     ;CR;18,76
1114;RUFO INTERNO DE CHAPA DE ACO GALVANIZADA NUM 26, CORTE 50 CM;M     ;CR;28,14
40872;RUFO INTERNO/EXTERNO DE CHAPA DE ACO GALVANIZADA NUM 24, CORTE 25 CM (COLETADO CAIXA);M     ;CR;16,82
20214;RUFO PARA TELHA ESTRUTURAL DE FIBROCIMENTO 1 ABA (SEM AMIANTO);UN    ;CR;39,88
11064;RUFO PARA TELHA ESTRUTURAL DE FIBROCIMENTO 2 ABAS, COMPRIMENTO DE 1031 MM (SEM AMIANTO);UN    ;CR;16,91
7237;RUFO PARA TELHA ONDULADA DE FIBROCIMENTO, E = 6 MM, ABA *260* MM, COMPRIMENTO 1100 MM (SEM AMIANTO);UN    ;CR;23,07
16;SABAO EM PO;KG    ;CR;4,37
11757;SABONETEIRA DE PAREDE EM METAL CROMADO;UN    ;C ;27,00
11758;SABONETEIRA PLASTICA TIPO DISPENSER PARA SABONETE LIQUIDO COM RESERVATORIO 800 A 1500 ML;UN    ;C ;44,47
37526;SACO DE RAFIA PARA ENTULHO, NOVO, LISO (SEM CLICHE), *60 x 90* CM;UN    ;CR;1,88
6076;SAIBRO PARA ARGAMASSA (COLETADO NO COMERCIO);M3    ;C ;52,53
13109;"SAPATA DE PVC ADITIVADO NERVURADO D = 6""";UN    ;AS;165,03
13110;"SAPATA DE PVC ADITIVADO NERVURADO D = 8""";UN    ;AS;217,19
7581;"SAPATILHA EM ACO GALVANIZADO PARA CABOS COM DIAMETRO NOMINAL ATE 5/8""";UN    ;AS;2,27
20206;SARRAFO DE MADEIRA APARELHADA *2 X 10* CM, MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO;M     ;CR;2,71
4460;SARRAFO DE MADEIRA NAO APARELHADA *2,5 X 10 CM, MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO;M     ;CR;8,36
6204;SARRAFO DE MADEIRA NAO APARELHADA *2,5 X 15* CM, MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO;M     ;C ;5,57
4417;SARRAFO DE MADEIRA NAO APARELHADA *2,5 X 7* CM, MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO;M     ;CR;4,80
4415;SARRAFO DE MADEIRA NAO APARELHADA 2,5 X 5 CM, MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO;M     ;CR;4,04
37373;SEGURO - HORISTA (ENCARGOS COMPLEMENTARES) (COLETADO CAIXA);H     ;C ;0,02
40864;SEGURO - MENSALISTA (ENCARGOS COMPLEMENTARES) (COLETADO CAIXA);MES   ;C ;3,94
4734;SEIXO ROLADO PARA APLICACAO EM CONCRETO (POSTO PEDREIRA/FORNECEDOR, SEM FRETE);M3    ;CR;83,16
