CODIGO  ;DESCRICAO_INSUMO;UNIDADE;  PRECO MEDIANO R$;MESANO
40399;"TE 90 GRAUS EM ACO PRETO, SOLDAVEL, PRESSAO 3.000 LBS, DN 80 MM (3"")";UN    ;877,19;
20174;TE, PVC LEVE, CURTO, 90 GRAUS, 150 MM, PARA ESGOTO;UN    ;46,27;
41892;TE, PVC PBA, BBB, 90 GRAUS, DN 100 / DE 110 MM, PARA REDE  AGUA (NBR 10351);UN    ;85,45;
7048;TE, PVC PBA, BBB, 90 GRAUS, DN 50 / DE 60 MM, PARA REDE AGUA (NBR 10351);UN    ;18,36;
7088;TE, PVC PBA, BBB, 90 GRAUS, DN 75 / DE 85 MM, PARA REDE AGUA (NBR 10351);UN    ;46,01;
20179;TE, PVC, SERIE R, 100 X 100 MM, PARA ESGOTO PREDIAL;UN    ;32,95;
20178;TE, PVC, SERIE R, 100 X 75 MM, PARA ESGOTO PREDIAL;UN    ;23,93;
20180;TE, PVC, SERIE R, 150 X 100 MM, PARA ESGOTO PREDIAL;UN    ;56,26;
20181;TE, PVC, SERIE R, 150 X 150 MM, PARA ESGOTO PREDIAL;UN    ;82,91;
20177;TE, PVC, SERIE R, 75 X 75 MM, PARA ESGOTO PREDIAL;UN    ;18,94;
7082;TE, PVC, 90 GRAUS, BBB, JE, DN 100 MM, PARA REDE COLETORA ESGOTO (NBR 10569);UN    ;63,98;
7069;TE, PVC, 90 GRAUS, BBB, JE, DN 150 MM, PARA REDE COLETORA ESGOTO (NBR 10569);UN    ;105,45;
7070;TE, PVC, 90 GRAUS, BBB, JE, DN 200 MM, PARA REDE COLETORA ESGOTO (NBR 10569);UN    ;179,28;
41893;TE, PVC, 90 GRAUS, BBB, JE, DN 250 MM, PARA REDE COLETORA ESGOTO  (NBR 10569);UN    ;684,1;
41894;TE, PVC, 90 GRAUS, BBB, JE, DN 300 MM, PARA REDE COLETORA ESGOTO  (NBR 10569);UN    ;1.049,78;
41895;TE, PVC, 90 GRAUS, BBB, JE, DN 400 MM, PARA REDE COLETORA ESGOTO  (NBR 10569);UN    ;1.160,80;
20172;TE, PVC, 90 GRAUS, BBP, JE, DN 100 MM, PARA REDE COLETORA ESGOTO (NBR 10569);UN    ;25,59;
7153;TECNICO EM LABORATORIO E CAMPO DE CONSTRUCAO CIVIL;H     ;32,15;
41089;TECNICO EM LABORATORIO E CAMPO DE CONSTRUCAO CIVIL (MENSALISTA);MES   ;5.626,17;
6175;TECNICO EM SONDAGEM;H     ;38,63;
41092;TECNICO EM SONDAGEM (MENSALISTA);MES   ;6.758,49;
37712;TELA ARAME GALVANIZADO REVESTIDO COM PVC, MALHA HEXAGONAL DUPLA TORCAO, 8 X 10 CM (ZN/AL + PVC), FIO *2,4* MM;M2    ;40,06;
34547;TELA DE ACO SOLDADA GALVANIZADA/ZINCADA PARA ALVENARIA, FIO  D = *1,20 A 1,70* MM, MALHA 15 X 15 MM, (C X L) *50 X 12* CM;M     ;2,49;
34548;TELA DE ACO SOLDADA GALVANIZADA/ZINCADA PARA ALVENARIA, FIO  D = *1,20 A 1,70* MM, MALHA 15 X 15 MM, (C X L) *50 X 17,5* CM;M     ;2,43;
37411;TELA DE ACO SOLDADA GALVANIZADA/ZINCADA PARA ALVENARIA, FIO  D = *1,24 MM, MALHA 25 X 25 MM;M2    ;12,23;
34558;TELA DE ACO SOLDADA GALVANIZADA/ZINCADA PARA ALVENARIA, FIO D = *1,20 A 1,70* MM, MALHA 15 X 15 MM, (C X L) *50 X 10,5* CM;M     ;1,63;
34550;TELA DE ACO SOLDADA GALVANIZADA/ZINCADA PARA ALVENARIA, FIO D = *1,20 A 1,70* MM, MALHA 15 X 15 MM, (C X L) *50 X 6* CM;M     ;0,86;
34557;TELA DE ACO SOLDADA GALVANIZADA/ZINCADA PARA ALVENARIA, FIO D = *1,20 A 1,70* MM, MALHA 15 X 15 MM, (C X L) *50 X 7,5* CM;M     ;1,53;
7155;TELA DE ACO SOLDADA NERVURADA CA-60, Q-138, (2,20 KG/M2), DIAMETRO DO FIO = 4,2 MM, LARGURA =  2,45 X 120 M DE COMPRIMENTO, ESPACAMENTO DA MALHA = 10  X 10 CM;M2    ;14,1;
7154;TELA DE ACO SOLDADA NERVURADA CA-60, Q-138, (2,20 KG/M2), DIAMETRO DO FIO = 4,2 MM, LARGURA =  2,45 X 120 M DE COMPRIMENTO, ESPACAMENTO DA MALHA = 10 X 10 CM;KG    ;6,34;
10915;TELA DE ACO SOLDADA NERVURADA CA-60, Q-61, (0,97 KG/M2), DIAMETRO DO FIO = 3,4 MM, LARGURA =  2,45 X 120 M DE COMPRIMENTO, ESPACAMENTO DA MALHA = 15  X 15 CM;KG    ;6,59;
10917;TELA DE ACO SOLDADA NERVURADA CA-60, Q-61, (0,97 KG/M2), DIAMETRO DO FIO = 3,4 MM, LARGURA =  2,45 X 120 M DE COMPRIMENTO, ESPACAMENTO DA MALHA = 15 X 15 CM;M2    ;6,39;
21141;TELA DE ACO SOLDADA NERVURADA CA-60, Q-92, (1,48 KG/M2), DIAMETRO DO FIO = 4,2 MM, LARGURA =  2,45 X 60 M DE COMPRIMENTO, ESPACAMENTO DA MALHA = 15  X 15 CM;M2    ;9,47;
10916;TELA DE ACO SOLDADA NERVURADA CA-60, Q-92, (1,48 KG/M2), DIAMETRO DO FIO = 4,2 MM, LARGURA =  2,45 X 60 M DE COMPRIMENTO, ESPACAMENTO DA MALHA = 15 X 15 CM;KG    ;6,4;
39508;TELA DE ACO SOLDADA NERVURADA, CA-60, L-159, (1,69 KG/M2), DIAMETRO DO FIO = 4,5 MM, LARGURA =  2,45 M, ESPACAMENTO DA MALHA = 30 X 10 CM;M2    ;11,25;
39507;TELA DE ACO SOLDADA NERVURADA, CA-60, Q-113, (1,8 KG/M2), DIAMETRO DO FIO = 3,8 MM, LARGURA =  2,45 M, ESPACAMENTO DA MALHA = 10 X 10 CM;M2    ;11,02;
7156;TELA DE ACO SOLDADA NERVURADA, CA-60, Q-196, (3,11 KG/M2), DIAMETRO DO FIO = 5,0 MM, LARGURA =  2,45 M, ESPACAMENTO DA MALHA = 10 X 10 CM;M2    ;19,05;
39509;TELA DE ACO SOLDADA NERVURADA, CA-60, T-196, (2,11 KG/M2), DIAMETRO DO FIO = 5,0 MM, LARGURA =  2,45 M, ESPACAMENTO DA MALHA = 30 X 10 CM;M2    ;8,87;
25988;TELA DE ANIAGEM (JUTA);M2    ;7,63;
10928;TELA DE ARAME GALV QUADRANGULAR / LOSANGULAR,  FIO 2,11 MM (14  BWG), MALHA  8 X 8 CM, H = 2 M;M2    ;6,26;
7167;TELA DE ARAME GALV QUADRANGULAR / LOSANGULAR,  FIO 2,11 MM (14 BWG), MALHA  5 X 5 CM, H = 2 M;M2    ;8,56;
10933;TELA DE ARAME GALV QUADRANGULAR / LOSANGULAR,  FIO 2,77 MM (12  BWG), MALHA  10 X 10 CM, H = 2 M;M2    ;7,65;
10927;TELA DE ARAME GALV QUADRANGULAR / LOSANGULAR,  FIO 2,77 MM (12  BWG), MALHA  8 X 8 CM, H = 2 M;M2    ;9,24;
7158;TELA DE ARAME GALV QUADRANGULAR / LOSANGULAR,  FIO 2,77 MM (12 BWG), MALHA  5 X 5 CM, H = 2 M;M2    ;12,9;
7162;TELA DE ARAME GALV QUADRANGULAR / LOSANGULAR,  FIO 3,4 MM (10  BWG), MALHA  5 X 5 CM, H = 2 M;M2    ;19,39;
10932;TELA DE ARAME GALV QUADRANGULAR / LOSANGULAR,  FIO 4,19 MM (8 BWG), MALHA  5 X 5 CM, H = 2 M;M2    ;34,34;
40706;TELA DE ARAME GALV REVESTIDO EM PVC, QUADRANGULAR / LOSANGULAR,  FIO 1,24 MM (18 BWG), BITOLA = *1,9* MM, MALHA  1,9 X 1,9  CM, H = 2 M;M2    ;20,59;
10937;TELA DE ARAME GALV REVESTIDO EM PVC, QUADRANGULAR / LOSANGULAR,  FIO 2,11 MM (14 BWG), BITOLA FINAL = *2,8* MM, MALHA  *8 X 8* CM, H = 2 M;M2    ;13,5;
10935;TELA DE ARAME GALV REVESTIDO EM PVC, QUADRANGULAR / LOSANGULAR,  FIO 2,77 MM (12 BWG), BITOLA FINAL = *3,8* MM, MALHA  7,5 X 7,5 CM, H = 2 M;M2    ;17,78;
40707;TELA DE ARAME GALV REVESTIDO EM PVC, QUADRANGULAR/LOSANGULAR, FIO 2,77 MM (12 BWG), MALHA 3 X 3 CM, H = 2 M;M2    ;40,93;
10931;"TELA DE ARAME GALV, HEXAGONAL,  FIO 0,56 MM (24  BWG), MALHA  1/2"", H = 1 M";M2    ;5,72;
7164;TELA DE ARAME ONDULADA,  FIO *2,77* MM (10  BWG), MALHA  5 X 5 CM, H = 2 M;M2    ;16,02;
36887;TELA DE FIBRA DE VIDRO, ACABAMENTO ANTI-ALCALINO, MALHA 10 X 10 MM;M2    ;14,7;
34614;TELA EM MALHA HEXAGONAL DUPLA TORCAO 8 X 10 CM (ZN/AL + PVC), FIO 2,7 MM, DIMENSOES 0,5 X 1,0 X 4,0 M (SOLO REFORCADO).;UN    ;592,42;
7161;TELA EM METAL PARA ESTUQUE (DEPLOYE);M2    ;2,43;
7170;TELA FACHADEIRA EM POLIETILENO, ROLO DE 3 X 100 M (L X C), COR BRANCA, SEM LOGOMARCA - PARA PROTECAO DE OBRAS;M2    ;2,09;
37524;TELA PLASTICA LARANJA, TIPO TAPUME PARA SINALIZACAO, MALHA RETANGULAR, ROLO 1.20 X 50 M (L X C);M     ;2;
37525;TELA PLASTICA TECIDA LISTRADA BRANCA E LARANJA, TIPO GUARDA CORPO, EM POLIETILENO MONOFILADO, ROLO 1,20 X 50 M (L X C);M     ;2,38;
10920;TELA SOLDADA ARAME GALVANIZADO 12 BWG (2,77MM), MALHA 15 X 5 CM;M2    ;12,7;
7238;TELHA ALUMINIO ONDULADA, ALTURA = *18* MM, E = 0,5 MM;M2    ;23,32;
7239;TELHA ALUMINIO ONDULADA, ALTURA = *18* MM, E = 0,6 MM;M2    ;29;
7240;TELHA ALUMINIO ONDULADA, ALTURA = *18* MM, E = 0,7 MM;M2    ;33,29;
36789;TELHA CERAMICA TIPO AMERICANA, COMPRIMENTO DE *45* CM, RENDIMENTO DE *12* TELHAS/M2;UN    ;0,8;
7173;TELHA CERAMICA TIPO COLONIAL, COMPRIMENTO DE *44* CM, RENDIMENTO DE *26* TELHAS/M2;MIL   ;518;
7176;TELHA CERAMICA TIPO COLONIAL, COMPRIMENTO DE *44* CM, RENDIMENTO DE *26* TELHAS/M2;UN    ;0,51;
7183;TELHA CERAMICA TIPO FRANCESA, COMPRIMENTO DE *40* CM, RENDIMENTO DE *16* TELHAS/M2;UN    ;0,83;
7180;TELHA CERAMICA TIPO PAULISTA, COMPRIMENTO DE *48* CM, RENDIMENTO DE *26* TELHAS/M2;UN    ;0,49;
11088;TELHA CERAMICA TIPO PLAN, COMPRIMENTO DE *47* CM, RENDIMENTO DE *26* TELHAS/M2;UN    ;0,46;
36788;TELHA CERAMICA TIPO PORTUGUESA, COMPRIMENTO DE *40* CM, RENDIMENTO DE *16* TELHAS/M2;UN    ;0,53;
7175;TELHA CERAMICA TIPO ROMANA, COMPRIMENTO DE *41* CM,  RENDIMENTO DE *16* TELHAS/M2;UN    ;0,58;
25007;TELHA DE ACO ZINCADO ONDULADA, A = *17* MM, E = 0,5 MM, SEM PINTURA;M2    ;26,88;
14171;TELHA DE ACO ZINCADO TRAPEZOIDAL AUTOPORTANTE, A = 120 MM, E = 0,95 MM, COM PINTURA ELETROSTATICA BRANCA EM 1 FACE;M2    ;71,87;
14170;TELHA DE ACO ZINCADO TRAPEZOIDAL AUTOPORTANTE, A = 120 MM, E = 0,95 MM, SEM PINTURA;M2    ;63,5;
14173;TELHA DE ACO ZINCADO TRAPEZOIDAL AUTOPORTANTE, A = 259 MM, E = 0,95 MM, COM PINTURA ELETROSTATICA BRANCA EM 1 FACE;M2    ;83,73;
14172;TELHA DE ACO ZINCADO TRAPEZOIDAL AUTOPORTANTE, A = 259 MM, E = 0,95 MM, SEM PINTURA;M2    ;67,77;
7243;TELHA DE ACO ZINCADO TRAPEZOIDAL, A = *40* MM, E = 0,5 MM, SEM PINTURA;M2    ;26,59;
40867;TELHA DE ALUMINIO COM ISOLAMENTO TERMOACUSTICO EM ESPUMA RIGIDA DE POLIURETANO (PU) INJETADO, E = 30 MM, DENSIDADE 35 KG/M3, COM DUAS FACES TRAPEZOIDAIS (NAO INCLUI ACESSORIOS DE FIXACAO) (COLETADO CAIXA);M2    ;80,72;
11067;TELHA DE ALUMINIO TRAPEZOIDAL, ALTURA = 38 MM, E = 0,5 MM (LARGURA = 1056 MM E COMPRIMENTO = 5000 MM);UN    ;116,01;
11068;TELHA DE ALUMINIO TRAPEZOIDAL, ALTURA = 38 MM, E = 0,7 MM (LARGURA = 1056 MM E COMPRIMENTO = 5000 MM);UN    ;163,85;
40865;TELHA DE CONCRETO TIPO CLASSICA, COR CINZA, COMPRIMENTO DE *42* CM, RENDIMENTO DE *10* TELHAS/M2 (COLETADO CAIXA);UN    ;1,91;
7184;TELHA DE FIBRA DE VIDRO ONDULADA INCOLOR, E = 0,6 MM, DE *0,50 X 2,44* M;M2    ;28,33;
34458;TELHA DE FIBROCIMENTO E = 6 MM, DE 3,00 X 1,06 M (SEM AMIANTO);UN    ;135,48;
34464;TELHA DE FIBROCIMENTO E = 6 MM, DE 4,10 X 1,06 M (SEM AMIANTO);UN    ;181,77;
34468;TELHA DE FIBROCIMENTO E = 6 MM, DE 4,60 X 1,06 M (SEM AMIANTO);UN    ;209,78;
34473;TELHA DE FIBROCIMENTO E = 8 MM, DE 3,00 X 1,06 M (SEM AMIANTO);UN    ;171,57;
34480;TELHA DE FIBROCIMENTO E = 8 MM, DE 4,10 X 1,06 M (SEM AMIANTO);UN    ;233,96;
34486;TELHA DE FIBROCIMENTO E = 8 MM, DE 4,60 X 1,06 M (SEM AMIANTO);UN    ;262,04;
7202;TELHA DE FIBROCIMENTO E= 8 MM, DE *3,70 X 1,06* M (SEM AMIANTO);M2    ;53,7;
7190;TELHA DE FIBROCIMENTO ONDULADA E = 4 MM, DE 1,22 X 0,50 M (SEM AMIANTO);UN    ;9,21;
34417;TELHA DE FIBROCIMENTO ONDULADA E = 4 MM, DE 2,13 X 0,50 M (SEM AMIANTO);UN    ;16,01;
7213;TELHA DE FIBROCIMENTO ONDULADA E = 4 MM, DE 2,44 X 0,50 M (SEM AMIANTO);M2    ;15,21;
7191;TELHA DE FIBROCIMENTO ONDULADA E = 4 MM, DE 2,44 X 0,50 M (SEM AMIANTO);UN    ;18,55;
7195;TELHA DE FIBROCIMENTO ONDULADA E = 6 MM, DE 1,53 X 1,10 M (SEM AMIANTO);UN    ;44,21;
7186;TELHA DE FIBROCIMENTO ONDULADA E = 6 MM, DE 1,83 X 1,10 M (SEM AMIANTO);UN    ;52,9;
7207;TELHA DE FIBROCIMENTO ONDULADA E = 6 MM, DE 2,44 X 1,10 M (SEM AMIANTO);UN    ;70,41;
7194;TELHA DE FIBROCIMENTO ONDULADA E = 6 MM, DE 2,44 X 1,10 M (SEM AMIANTO);M2    ;26,23;
7197;TELHA DE FIBROCIMENTO ONDULADA E = 6 MM, DE 3,66 X 1,10 M (SEM AMIANTO);UN    ;105,77;
7192;TELHA DE FIBROCIMENTO ONDULADA E = 8 MM, DE 1,53 X 1,10 M (SEM AMIANTO);UN    ;58,18;
7193;TELHA DE FIBROCIMENTO ONDULADA E = 8 MM, DE 1,83 X 1,10 M (SEM AMIANTO);UN    ;69,44;
7189;TELHA DE FIBROCIMENTO ONDULADA E = 8 MM, DE 2,44 X 1,10 M (SEM AMIANTO);UN    ;97,54;
7198;TELHA DE FIBROCIMENTO ONDULADA E = 8 MM, DE 3,66 X 1,10 M (SEM AMIANTO);M2    ;36,31;
34402;TELHA DE FIBROCIMENTO ONDULADA E = 8 MM, DE 3,66 X 1,10 M (SEM AMIANTO);UN    ;146,21;
7245;TELHA DE VIDRO TIPO FRANCESA, *39 X 23* CM;UN    ;35,54;
34425;TELHA ESTRUTURAL DE FIBROCIMENTO 1 ABA, DE 0,52 X 2,00 M (SEM AMIANTO);UN    ;90,41;
7223;TELHA ESTRUTURAL DE FIBROCIMENTO 1 ABA, DE 0,52 X 2,50 M (SEM AMIANTO);UN    ;105,37;
7234;TELHA ESTRUTURAL DE FIBROCIMENTO 1 ABA, DE 0,52 X 3,60 M (SEM AMIANTO);UN    ;151,98;
7224;TELHA ESTRUTURAL DE FIBROCIMENTO 1 ABA, DE 0,52 X 4,00 M (SEM AMIANTO);UN    ;167,87;
7221;TELHA ESTRUTURAL DE FIBROCIMENTO 1 ABA, DE 0,52 X 4,50 M (SEM AMIANTO);M2    ;81,62;
7210;TELHA ESTRUTURAL DE FIBROCIMENTO 1 ABA, DE 0,52 X 4,50 M (SEM AMIANTO);UN    ;191;
7225;TELHA ESTRUTURAL DE FIBROCIMENTO 1 ABA, DE 0,52 X 5,00 M (SEM AMIANTO);UN    ;212,24;
7226;TELHA ESTRUTURAL DE FIBROCIMENTO 1 ABA, DE 0,52 X 5,50 M (SEM AMIANTO);UN    ;233,55;
7236;TELHA ESTRUTURAL DE FIBROCIMENTO 1 ABA, DE 0,52 X 6,00 M (SEM AMIANTO);UN    ;254,72;
7227;TELHA ESTRUTURAL DE FIBROCIMENTO 1 ABA, DE 0,52 X 6,50 M (SEM AMIANTO);UN    ;275,96;
7212;TELHA ESTRUTURAL DE FIBROCIMENTO 1 ABA, DE 0,52 X 7,20 M (SEM AMIANTO);UN    ;305,55;
7229;TELHA ESTRUTURAL DE FIBROCIMENTO 2 ABAS, DE 1,00 X 3,00 M (SEM AMIANTO);UN    ;202,06;
7230;TELHA ESTRUTURAL DE FIBROCIMENTO 2 ABAS, DE 1,00 X 4,60 M (SEM AMIANTO);UN    ;321,99;
7231;TELHA ESTRUTURAL DE FIBROCIMENTO 2 ABAS, DE 1,00 X 6,00 M (SEM AMIANTO);UN    ;422,87;
7220;TELHA ESTRUTURAL DE FIBROCIMENTO 2 ABAS, DE 1,00 X 7,40 M (SEM AMIANTO);UN    ;519,89;
34447;TELHA ESTRUTURAL DE FIBROCIMENTO 2 ABAS, DE 1,00 X 8,20 M (SEM AMIANTO);UN    ;578,64;
7233;TELHA ESTRUTURAL DE FIBROCIMENTO 2 ABAS, DE 1,00 X 9,20 M (SEM AMIANTO);UN    ;647,82;
39520;TELHA ISOLANTE COM NUCLEO EM POLIESTIRENO (EPS), E = 30 MM, REVESTIDA EM ACO ZINCADO *0,5* MM COM PRE-PINTURA NAS DUAS FACES, FACE SUPERIOR EM TELHA TRAPEZOIDAL E FACE INFERIOR EM CHAPA PLANA (NAO INCLUI ACESSORIOS DE FIXACAO);M2    ;107,31;
39521;TELHA ISOLANTE COM NUCLEO EM POLIESTIRENO (EPS), E = 50 MM, REVESTIDA EM ACO ZINCADO *0,5* MM COM PRE-PINTURA NAS DUAS FACES, FACE SUPERIOR EM TELHA TRAPEZOIDAL E FACE INFERIOR EM CHAPA PLANA (NAO INCLUI ACESSORIOS DE FIXACAO);M2    ;114,93;
39522;TELHA ISOLANTE COM NUCLEO EM POLIESTIRENO (EPS), E = 50 MM, REVESTIDA EM TELHA TRAPEZOIDAL DE ACO ZINCADO *0,5* MM COM PRE-PINTURA NAS DUAS FACES (NAO INCLUI ACESSORIOS DE FIXACAO);M2    ;91,9;
7246;TELHA VIDRO TIPO CANAL OU COLONIAL, C = 46 A 50 CM;UN    ;33,07;
12869;TELHADISTA;H     ;10,81;
41097;TELHADOR ( MENSALISTA );MES   ;1.891,29;
1574;TERMINAL A COMPRESSAO EM COBRE ESTANHADO PARA CABO 10 MM2, 1 FURO E 1 COMPRESSAO, PARA PARAFUSO DE FIXACAO M6;UN    ;0,59;
1581;TERMINAL A COMPRESSAO EM COBRE ESTANHADO PARA CABO 120 MM2, 1 FURO E 1 COMPRESSAO, PARA PARAFUSO DE FIXACAO M12;UN    ;4,12;
1575;TERMINAL A COMPRESSAO EM COBRE ESTANHADO PARA CABO 16 MM2, 1 FURO E 1 COMPRESSAO, PARA PARAFUSO DE FIXACAO M6;UN    ;0,7;
1570;TERMINAL A COMPRESSAO EM COBRE ESTANHADO PARA CABO 2,5 MM2, 1 FURO E 1 COMPRESSAO, PARA PARAFUSO DE FIXACAO M5;UN    ;0,35;
1576;TERMINAL A COMPRESSAO EM COBRE ESTANHADO PARA CABO 25 MM2, 1 FURO E 1 COMPRESSAO, PARA PARAFUSO DE FIXACAO M8;UN    ;0,97;
1577;TERMINAL A COMPRESSAO EM COBRE ESTANHADO PARA CABO 35 MM2, 1 FURO E 1 COMPRESSAO, PARA PARAFUSO DE FIXACAO M8;UN    ;1,1;
1571;TERMINAL A COMPRESSAO EM COBRE ESTANHADO PARA CABO 4 MM2, 1 FURO E 1 COMPRESSAO, PARA PARAFUSO DE FIXACAO M5;UN    ;0,46;
1578;TERMINAL A COMPRESSAO EM COBRE ESTANHADO PARA CABO 50 MM2, 1 FURO E 1 COMPRESSAO, PARA PARAFUSO DE FIXACAO M8;UN    ;1,91;
1573;TERMINAL A COMPRESSAO EM COBRE ESTANHADO PARA CABO 6 MM2, 1 FURO E 1 COMPRESSAO, PARA PARAFUSO DE FIXACAO M6;UN    ;0,55;
1579;TERMINAL A COMPRESSAO EM COBRE ESTANHADO PARA CABO 70 MM2, 1 FURO E 1 COMPRESSAO, PARA PARAFUSO DE FIXACAO M10;UN    ;2,38;
1580;TERMINAL A COMPRESSAO EM COBRE ESTANHADO PARA CABO 95 MM2, 1 FURO E 1 COMPRESSAO, PARA PARAFUSO DE FIXACAO M12;UN    ;2,93;
7571;"TERMINAL AEREO EM ACO GALVANIZADO DN 5/16"", COMPRIMENTO DE 350MM, COM BASE DE FIXACAO HORIZONTAL";UN    ;7,79;
39321;TERMINAL DE VENTILACAO, 100 MM, SERIE NORMAL, ESGOTO PREDIAL;UN    ;6,51;
39319;TERMINAL DE VENTILACAO, 50 MM, SERIE NORMAL, ESGOTO PREDIAL;UN    ;3,98;
39320;TERMINAL DE VENTILACAO, 75 MM, SERIE NORMAL, ESGOTO PREDIAL;UN    ;4,75;
1591;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 120 MM2, COM 1 FURO DE FIXACAO;UN    ;9,09;
1547;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 150 A 185 MM2, COM 2 FUROS PARA FIXACAO;UN    ;47,66;
38196;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 150 MM2, COM 1 FURO DE FIXACAO;UN    ;9,28;
1543;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 16 A 25 MM2, COM 2 FUROS PARA FIXACAO;UN    ;9,86;
1585;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 16 MM2, COM 1 FURO DE FIXACAO;UN    ;1,91;
1593;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 185 MM2, COM 1 FURO DE FIXACAO;UN    ;10,14;
11838;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 240 MM2, COM 1 FURO DE FIXACAO;UN    ;13,38;
1594;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 25 A 35 MM2, COM 2 FUROS PARA FIXACAO;UN    ;13,53;
1586;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 25 MM2, COM 1 FURO DE FIXACAO;UN    ;2,41;
11839;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 300 MM2, COM 1 FURO DE FIXACAO;UN    ;19,48;
1587;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 35 MM2, COM 1 FURO DE FIXACAO;UN    ;2,46;
1545;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 50 A 70 MM2, COM 2 FUROS PARA FIXACAO;UN    ;23,37;
1588;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 50 MM2, COM 1 FURO DE FIXACAO;UN    ;3,37;
1535;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 6 A 10 MM2, COM 1 FURO DE FIXACAO;UN    ;1,94;
1589;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 70 MM2, COM 1 FURO DE FIXACAO;UN    ;3,48;
1546;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 95 A 120 MM2, COM 2 FUROS PARA FIXACAO;UN    ;39,44;
1590;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 95 MM2, COM 1 FURO DE FIXACAO;UN    ;6,13;
1542;TERMINAL METALICO A PRESSAO 1 CABO, PARA CABOS DE 4 A 10 MM2, COM 2 FUROS PARA FIXACAO;UN    ;8,12;
38415;TERMOFUSORA PARA TUBOS E CONEXOES EM PPR COM DIAMETROS DE 20 A 63 MM, POTENCIA DE 800 W, TENSAO 220 V;UN    ;766,25;
38414;TERMOFUSORA PARA TUBOS E CONEXOES EM PPR COM DIAMETROS DE 75 A 110 MM, POTENCIA DE *1100* W, TENSAO 220 V;UN    ;1.075,45;
38128;TERRA VEGETAL (ENSACADA);KG    ;0,94;
7253;TERRA VEGETAL (GRANEL);M3    ;201,42;
38955;TESOURA / CORTADOR DE TUBOS PEX;UN    ;31,07;
4806;TESTEIRA ANTIDERRAPANTE PARA PISO VINILICO *5 X 2,5* CM, E = 2 MM;M     ;10,28;
34401;TIJOLO CERAMICO LAMINADO 5,5 X 11 X 23 CM;UN    ;0,78;
7258;TIJOLO CERAMICO MACICO *5 X 10 X 20* CM;UN    ;0,24;
7260;TIJOLO CERAMICO MACICO APARENTE *6 X 12 X 24* CM;UN    ;0,76;
7256;TIJOLO CERAMICO MACICO APARENTE 2 FUROS, *6,5 X 10 X 20* CM;UN    ;0,44;
34400;TIJOLO CERAMICO REFRATARIO 2,5 X 11,4 X 22,9 CM;UN    ;1,91;
10617;TIJOLO CERAMICO REFRATARIO 6,3 X 11,4 X 22,9 CM;UN    ;2,67;
7280;TIL DE PASSAGEM, EM PVC, JE, BBB, DN 100 X 100 MM, PARA REDE COLETORA DE ESGOTO NBR 10569;UN    ;381,78;
7282;TIL DE PASSAGEM, EM PVC, JE, BBB, DN 150 X 150 MM, PARA REDE COLETORA DE ESGOTO NBR 10569;UN    ;718,65;
7276;TIL DE PASSAGEM, EM PVC, JE, BBB, DN 200 X 150 MM, PARA REDE COLETORA DE ESGOTO NBR 10569;UN    ;778,09;
7277;TIL DE PASSAGEM, EM PVC, JE, BBB, DN 250 X 150 MM, PARA REDE COLETORA DE ESGOTO NBR 10569;UN    ;1.004,54;
7278;TIL DE PASSAGEM, EM PVC, JE, BBB, DN 300 X 150 MM, PARA REDE COLETORA DE ESGOTO NBR 10569;UN    ;1.287,58;
7274;TIL PARA LIGACAO PREDIAL, EM PVC, JE, BBB, DN 100 X 100 MM, PARA REDE COLETORA ESGOTO (NBR 10569);UN    ;26,76;
7275;TIL RADIAL, PVC, JE, BBB, DN 150 X 200 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569);UN    ;704,14;
7284;TIL RADIAL, PVC, JE, BBB, DN 300 X 200 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569);UN    ;2.168,71;
11663;TIL TUBO QUEDA, EM PVC, JE, BBB, DN 100 X 100 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569);UN    ;262,07;
11665;TIL TUBO QUEDA, EM PVC, JE, BBB, DN 150 X 150 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569);UN    ;1.158,79;
11666;TIL TUBO QUEDA, EM PVC, JE, BBB, DN 200 X 150 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569);UN    ;1.168,00;
11667;TIL TUBO QUEDA, EM PVC, JE, BBB, DN 250 X 150 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569);UN    ;1.332,90;
